country,year,sex,age,gdp_for_year ($),gdp_per_capita ($)
Ecuador,2001,female,5-14 years,"24,46,83,24,000",2160.0
Ecuador,2001,male,5-14 years,"24,46,83,24,000",2160.0
Ecuador,2002,male,15-24 years,"28,54,89,45,000",2472.0
Ecuador,2002,male,75+ years,"28,54,89,45,000",2472.0
Ecuador,2002,male,25-34 years,"28,54,89,45,000",2472.0
Ecuador,2002,male,35-54 years,"28,54,89,45,000",2472.0
Ecuador,2002,male,55-74 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,15-24 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,25-34 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,35-54 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,5-14 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,55-74 years,"28,54,89,45,000",2472.0
Ecuador,2002,male,5-14 years,"28,54,89,45,000",2472.0
Ecuador,2002,female,75+ years,"28,54,89,45,000",2472.0
Ecuador,2003,male,35-54 years,"32,43,28,58,000",2755.0
Ecuador,2003,male,15-24 years,"32,43,28,58,000",2755.0
Ecuador,2003,female,15-24 years,"32,43,28,58,000",2755.0
Ecuador,2003,male,25-34 years,"32,43,28,58,000",2755.0
Ecuador,2003,male,55-74 years,"32,43,28,58,000",2755.0
Ecuador,2003,male,75+ years,"32,43,28,58,000",2755.0
Ecuador,2003,female,25-34 years,"32,43,28,58,000",2755.0
Ecuador,2003,female,75+ years,"32,43,28,58,000",2755.0
Ecuador,2003,female,35-54 years,"32,43,28,58,000",2755.0
Ecuador,2003,female,5-14 years,"32,43,28,58,000",2755.0
Ecuador,2003,female,55-74 years,"32,43,28,58,000",2755.0
Ecuador,2003,male,5-14 years,"32,43,28,58,000",2755.0
Ecuador,2004,male,75+ years,"36,59,16,61,000",3051.0
Ecuador,2004,male,25-34 years,"36,59,16,61,000",3051.0
Ecuador,2004,male,15-24 years,"36,59,16,61,000",3051.0
Ecuador,2004,male,55-74 years,"36,59,16,61,000",3051.0
Ecuador,2004,female,15-24 years,"36,59,16,61,000",3051.0
Ecuador,2004,male,35-54 years,"36,59,16,61,000",3051.0
Ecuador,2004,female,25-34 years,"36,59,16,61,000",3051.0
Ecuador,2004,female,75+ years,"36,59,16,61,000",3051.0
Ecuador,2004,female,5-14 years,"36,59,16,61,000",3051.0
Ecuador,2004,male,5-14 years,"36,59,16,61,000",3051.0
Ecuador,2004,female,35-54 years,"36,59,16,61,000",3051.0
Ecuador,2004,female,55-74 years,"36,59,16,61,000",3051.0
Ecuador,2005,male,75+ years,"41,50,70,85,000",3397.0
Ecuador,2005,male,15-24 years,"41,50,70,85,000",3397.0
Ecuador,2005,male,25-34 years,"41,50,70,85,000",3397.0
Ecuador,2005,male,35-54 years,"41,50,70,85,000",3397.0
Ecuador,2005,male,55-74 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,15-24 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,25-34 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,35-54 years,"41,50,70,85,000",3397.0
Ecuador,2005,male,5-14 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,55-74 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,5-14 years,"41,50,70,85,000",3397.0
Ecuador,2005,female,75+ years,"41,50,70,85,000",3397.0
Ecuador,2006,male,75+ years,"46,80,20,44,000",3759.0
Ecuador,2006,male,25-34 years,"46,80,20,44,000",3759.0
Ecuador,2006,male,55-74 years,"46,80,20,44,000",3759.0
Ecuador,2006,female,15-24 years,"46,80,20,44,000",3759.0
Ecuador,2006,male,15-24 years,"46,80,20,44,000",3759.0
Ecuador,2006,male,35-54 years,"46,80,20,44,000",3759.0
Ecuador,2006,female,25-34 years,"46,80,20,44,000",3759.0
Ecuador,2006,female,35-54 years,"46,80,20,44,000",3759.0
Ecuador,2006,female,55-74 years,"46,80,20,44,000",3759.0
Ecuador,2006,female,75+ years,"46,80,20,44,000",3759.0
Ecuador,2006,female,5-14 years,"46,80,20,44,000",3759.0
Ecuador,2006,male,5-14 years,"46,80,20,44,000",3759.0
Ecuador,2007,male,15-24 years,"51,00,77,77,000",4024.0
Ecuador,2007,male,55-74 years,"51,00,77,77,000",4024.0
Ecuador,2007,male,25-34 years,"51,00,77,77,000",4024.0
Ecuador,2007,male,75+ years,"51,00,77,77,000",4024.0
Ecuador,2007,male,35-54 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,15-24 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,25-34 years,"51,00,77,77,000",4024.0
Ecuador,2007,male,5-14 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,55-74 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,35-54 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,5-14 years,"51,00,77,77,000",4024.0
Ecuador,2007,female,75+ years,"51,00,77,77,000",4024.0
Ecuador,2008,male,75+ years,"61,76,26,35,000",4787.0
Ecuador,2008,male,15-24 years,"61,76,26,35,000",4787.0
Ecuador,2008,male,25-34 years,"61,76,26,35,000",4787.0
Ecuador,2008,male,55-74 years,"61,76,26,35,000",4787.0
Ecuador,2008,male,35-54 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,15-24 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,25-34 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,55-74 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,35-54 years,"61,76,26,35,000",4787.0
Ecuador,2008,male,5-14 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,5-14 years,"61,76,26,35,000",4787.0
Ecuador,2008,female,75+ years,"61,76,26,35,000",4787.0
Ecuador,2009,male,25-34 years,"62,51,96,86,000",4762.0
Ecuador,2009,male,55-74 years,"62,51,96,86,000",4762.0
Ecuador,2009,male,15-24 years,"62,51,96,86,000",4762.0
Ecuador,2009,male,75+ years,"62,51,96,86,000",4762.0
Ecuador,2009,male,35-54 years,"62,51,96,86,000",4762.0
Ecuador,2009,female,15-24 years,"62,51,96,86,000",4762.0
Ecuador,2009,female,75+ years,"62,51,96,86,000",4762.0
Ecuador,2009,female,25-34 years,"62,51,96,86,000",4762.0
Ecuador,2009,female,35-54 years,"62,51,96,86,000",4762.0
Ecuador,2009,female,55-74 years,"62,51,96,86,000",4762.0
Ecuador,2009,male,5-14 years,"62,51,96,86,000",4762.0
Ecuador,2009,female,5-14 years,"62,51,96,86,000",4762.0
Ecuador,2010,male,15-24 years,"69,55,53,67,000",5206.0
Ecuador,2010,male,25-34 years,"69,55,53,67,000",5206.0
Ecuador,2010,male,35-54 years,"69,55,53,67,000",5206.0
Ecuador,2010,male,55-74 years,"69,55,53,67,000",5206.0
Ecuador,2010,male,75+ years,"69,55,53,67,000",5206.0
Ecuador,2010,female,15-24 years,"69,55,53,67,000",5206.0
Ecuador,2010,female,25-34 years,"69,55,53,67,000",5206.0
Ecuador,2010,female,75+ years,"69,55,53,67,000",5206.0
Ecuador,2010,female,55-74 years,"69,55,53,67,000",5206.0
Ecuador,2010,female,35-54 years,"69,55,53,67,000",5206.0
Ecuador,2010,male,5-14 years,"69,55,53,67,000",5206.0
Ecuador,2010,female,5-14 years,"69,55,53,67,000",5206.0
Ecuador,2011,male,15-24 years,"79,27,66,64,000",5836.0
Ecuador,2011,male,25-34 years,"79,27,66,64,000",5836.0
Ecuador,2011,male,55-74 years,"79,27,66,64,000",5836.0
Ecuador,2011,male,75+ years,"79,27,66,64,000",5836.0
Ecuador,2011,male,35-54 years,"79,27,66,64,000",5836.0
Ecuador,2011,female,15-24 years,"79,27,66,64,000",5836.0
Ecuador,2011,female,25-34 years,"79,27,66,64,000",5836.0
Ecuador,2011,female,35-54 years,"79,27,66,64,000",5836.0
Ecuador,2011,female,5-14 years,"79,27,66,64,000",5836.0
Ecuador,2011,male,5-14 years,"79,27,66,64,000",5836.0
Ecuador,2011,female,75+ years,"79,27,66,64,000",5836.0
Ecuador,2011,female,55-74 years,"79,27,66,64,000",5836.0
Ecuador,2012,male,15-24 years,"87,92,45,44,000",6364.0
Ecuador,2012,male,25-34 years,"87,92,45,44,000",6364.0
Ecuador,2012,male,55-74 years,"87,92,45,44,000",6364.0
Ecuador,2012,male,75+ years,"87,92,45,44,000",6364.0
Ecuador,2012,male,35-54 years,"87,92,45,44,000",6364.0
Ecuador,2012,female,15-24 years,"87,92,45,44,000",6364.0
Ecuador,2012,female,25-34 years,"87,92,45,44,000",6364.0
Ecuador,2012,female,35-54 years,"87,92,45,44,000",6364.0
Ecuador,2012,male,5-14 years,"87,92,45,44,000",6364.0
Ecuador,2012,female,75+ years,"87,92,45,44,000",6364.0
Ecuador,2012,female,5-14 years,"87,92,45,44,000",6364.0
Ecuador,2012,female,55-74 years,"87,92,45,44,000",6364.0
Ecuador,2013,male,75+ years,"95,12,96,59,000",6769.0
Ecuador,2013,male,15-24 years,"95,12,96,59,000",6769.0
Ecuador,2013,male,25-34 years,"95,12,96,59,000",6769.0
Ecuador,2013,male,55-74 years,"95,12,96,59,000",6769.0
Ecuador,2013,female,15-24 years,"95,12,96,59,000",6769.0
Ecuador,2013,male,35-54 years,"95,12,96,59,000",6769.0
Ecuador,2013,female,25-34 years,"95,12,96,59,000",6769.0
Ecuador,2013,male,5-14 years,"95,12,96,59,000",6769.0
Ecuador,2013,female,35-54 years,"95,12,96,59,000",6769.0
Ecuador,2013,female,55-74 years,"95,12,96,59,000",6769.0
Ecuador,2013,female,75+ years,"95,12,96,59,000",6769.0
Ecuador,2013,female,5-14 years,"95,12,96,59,000",6769.0
Ecuador,2014,male,75+ years,"1,01,72,63,31,000",7116.0
Ecuador,2014,male,15-24 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,male,25-34 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,male,55-74 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,male,35-54 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,15-24 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,25-34 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,male,5-14 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,55-74 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,5-14 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,35-54 years,"1,01,72,63,31,000",7116.0
Ecuador,2014,female,75+ years,"1,01,72,63,31,000",7116.0
Ecuador,2015,male,75+ years,"99,29,03,81,000",6832.0
Ecuador,2015,male,15-24 years,"99,29,03,81,000",6832.0
Ecuador,2015,male,25-34 years,"99,29,03,81,000",6832.0
Ecuador,2015,male,55-74 years,"99,29,03,81,000",6832.0
Ecuador,2015,male,35-54 years,"99,29,03,81,000",6832.0
Ecuador,2015,female,15-24 years,"99,29,03,81,000",6832.0
Ecuador,2015,female,25-34 years,"99,29,03,81,000",6832.0
Ecuador,2015,female,35-54 years,"99,29,03,81,000",6832.0
Ecuador,2015,female,55-74 years,"99,29,03,81,000",6832.0
Ecuador,2015,male,5-14 years,"99,29,03,81,000",6832.0
Ecuador,2015,female,75+ years,"99,29,03,81,000",6832.0
Ecuador,2015,female,5-14 years,"99,29,03,81,000",6832.0
El Salvador,1990,male,75+ years,"4,81,75,42,204",1068.0
El Salvador,1990,male,25-34 years,"4,81,75,42,204",1068.0
El Salvador,1990,male,15-24 years,"4,81,75,42,204",1068.0
El Salvador,1990,female,15-24 years,"4,81,75,42,204",1068.0
El Salvador,1990,male,35-54 years,"4,81,75,42,204",1068.0
El Salvador,1990,male,55-74 years,"4,81,75,42,204",1068.0
El Salvador,1990,female,25-34 years,"4,81,75,42,204",1068.0
El Salvador,1990,female,35-54 years,"4,81,75,42,204",1068.0
El Salvador,1990,female,55-74 years,"4,81,75,42,204",1068.0
El Salvador,1990,female,75+ years,"4,81,75,42,204",1068.0
El Salvador,1990,female,5-14 years,"4,81,75,42,204",1068.0
El Salvador,1990,male,5-14 years,"4,81,75,42,204",1068.0
El Salvador,1991,male,75+ years,"5,25,23,42,400",1148.0
El Salvador,1991,male,25-34 years,"5,25,23,42,400",1148.0
El Salvador,1991,male,15-24 years,"5,25,23,42,400",1148.0
El Salvador,1991,male,55-74 years,"5,25,23,42,400",1148.0
El Salvador,1991,female,15-24 years,"5,25,23,42,400",1148.0
El Salvador,1991,male,35-54 years,"5,25,23,42,400",1148.0
El Salvador,1991,female,25-34 years,"5,25,23,42,400",1148.0
El Salvador,1991,female,35-54 years,"5,25,23,42,400",1148.0
El Salvador,1991,female,75+ years,"5,25,23,42,400",1148.0
El Salvador,1991,female,55-74 years,"5,25,23,42,400",1148.0
El Salvador,1991,female,5-14 years,"5,25,23,42,400",1148.0
El Salvador,1991,male,5-14 years,"5,25,23,42,400",1148.0
El Salvador,1992,male,25-34 years,"5,81,33,99,300",1266.0
El Salvador,1992,male,55-74 years,"5,81,33,99,300",1266.0
El Salvador,1992,male,35-54 years,"5,81,33,99,300",1266.0
El Salvador,1992,female,15-24 years,"5,81,33,99,300",1266.0
El Salvador,1992,male,15-24 years,"5,81,33,99,300",1266.0
El Salvador,1992,male,75+ years,"5,81,33,99,300",1266.0
El Salvador,1992,female,25-34 years,"5,81,33,99,300",1266.0
El Salvador,1992,female,75+ years,"5,81,33,99,300",1266.0
El Salvador,1992,female,35-54 years,"5,81,33,99,300",1266.0
El Salvador,1992,female,5-14 years,"5,81,33,99,300",1266.0
El Salvador,1992,female,55-74 years,"5,81,33,99,300",1266.0
El Salvador,1992,male,5-14 years,"5,81,33,99,300",1266.0
El Salvador,1993,male,25-34 years,"6,68,02,69,200",1423.0
El Salvador,1993,male,75+ years,"6,68,02,69,200",1423.0
El Salvador,1993,male,15-24 years,"6,68,02,69,200",1423.0
El Salvador,1993,female,15-24 years,"6,68,02,69,200",1423.0
El Salvador,1993,male,55-74 years,"6,68,02,69,200",1423.0
El Salvador,1993,male,35-54 years,"6,68,02,69,200",1423.0
El Salvador,1993,female,75+ years,"6,68,02,69,200",1423.0
El Salvador,1993,female,25-34 years,"6,68,02,69,200",1423.0
El Salvador,1993,female,35-54 years,"6,68,02,69,200",1423.0
